frame,timestamp,fps,decision,mean_risk,max_risk,collision_risk,has_close_high_risk
283,2026-03-20 12:49:09,3.94,0,0.0242,3.0813,0.0153,1
284,2026-03-20 12:49:09,4.02,0,0.0131,3.1568,0.0073,1
285,2026-03-20 12:49:09,4.13,0,0.0143,3.1644,0.0077,0
286,2026-03-20 12:49:09,4.31,0,0.0136,3.0618,0.0075,0
287,2026-03-20 12:49:10,4.15,0,0.0142,2.9835,0.0079,1
288,2026-03-20 12:49:10,4.12,0,0.0158,3.0113,0.0088,0
289,2026-03-20 12:49:10,4.1,0,0.0131,3.0349,0.0073,0
290,2026-03-20 12:49:10,4.26,0,0.0139,3.0688,0.0077,0
291,2026-03-20 12:49:11,4.27,0,0.012,3.0832,0.0069,0
292,2026-03-20 12:49:11,4.27,0,0.0153,2.9911,0.009,1
293,2026-03-20 12:49:11,4.11,0,0.0113,3.0982,0.0065,0
294,2026-03-20 12:49:11,4.05,0,0.0158,3.094,0.0092,1
295,2026-03-20 12:49:12,4.07,0,0.0123,3.1233,0.007,0
296,2026-03-20 12:49:12,3.99,0,0.0044,3.1043,0.0022,0
297,2026-03-20 12:49:12,4.2,0,0.0134,3.1457,0.0072,1
298,2026-03-20 12:49:12,3.85,0,0.0063,3.1247,0.003,0
299,2026-03-20 12:49:13,3.75,0,0.0146,3.1388,0.0083,0
300,2026-03-20 12:49:13,4.2,0,0.0335,3.2109,0.0195,1
301,2026-03-20 12:49:13,4.07,0,0.0371,3.2422,0.0222,1
302,2026-03-20 12:49:13,4.01,0,0.0386,3.1899,0.0238,1
303,2026-03-20 12:49:14,4.15,0,0.0449,3.175,0.0272,1
304,2026-03-20 12:49:14,4.09,0,0.0427,3.2382,0.0269,1
305,2026-03-20 12:49:14,4.23,0,0.0351,3.2571,0.0219,1
306,2026-03-20 12:49:14,4.1,0,0.0387,3.2252,0.0238,1
307,2026-03-20 12:49:15,4.13,0,0.0279,3.0542,0.0177,1
308,2026-03-20 12:49:15,4.01,0,0.022,3.0169,0.0137,1
309,2026-03-20 12:49:15,4.62,0,0.0201,3.1793,0.0122,1
310,2026-03-20 12:49:15,4.91,0,0.0268,3.1827,0.0164,1
311,2026-03-20 12:49:15,4.92,0,0.0281,3.1558,0.0172,1
312,2026-03-20 12:49:16,2.95,0,0.0369,3.0263,0.0229,1
313,2026-03-20 12:49:16,5.07,0,0.0384,3.127,0.0244,1
314,2026-03-20 12:49:16,4.88,0,0.0453,3.114,0.0288,1
315,2026-03-20 12:49:16,4.64,0,0.0461,3.0298,0.0296,1
316,2026-03-20 12:49:17,4.79,0,0.0453,3.2183,0.0289,1
317,2026-03-20 12:49:17,4.71,0,0.0469,3.2315,0.0287,1
318,2026-03-20 12:49:17,4.7,0,0.0618,3.1808,0.0375,1
319,2026-03-20 12:49:17,4.85,0,0.0541,3.1975,0.034,1
320,2026-03-20 12:49:17,4.75,0,0.0438,3.1879,0.0276,1
321,2026-03-20 12:49:18,4.52,0,0.0125,3.1723,0.0065,0
322,2026-03-20 12:49:18,4.57,0,0.0262,3.1839,0.0153,1
323,2026-03-20 12:49:18,4.69,0,0.0285,3.163,0.0173,1
324,2026-03-20 12:49:18,4.56,0,0.0145,3.1239,0.008,1
325,2026-03-20 12:49:19,4.37,0,0.0127,3.1381,0.0068,1
326,2026-03-20 12:49:19,4.77,0,0.047,3.188,0.0302,1
327,2026-03-20 12:49:19,4.61,0,0.0137,3.183,0.0072,1
328,2026-03-20 12:49:19,4.71,0,0.0181,3.187,0.0109,1
329,2026-03-20 12:49:19,4.64,0,0.0398,3.206,0.0242,1
330,2026-03-20 12:49:20,4.16,0,0.0233,3.2329,0.0137,1
331,2026-03-20 12:49:20,3.76,0,0.0113,3.2285,0.0058,0
332,2026-03-20 12:49:20,5.32,0,0.0365,3.2021,0.0222,1
333,2026-03-20 12:49:20,4.97,0,0.0438,3.1799,0.0278,1
334,2026-03-20 12:49:21,4.99,0,0.051,3.1818,0.033,1
335,2026-03-20 12:49:21,5.16,0,0.0445,3.1959,0.0295,1
336,2026-03-20 12:49:21,5.2,0,0.0322,3.1073,0.0204,1
337,2026-03-20 12:49:21,5.27,0,0.0132,3.1737,0.0076,1
338,2026-03-20 12:49:21,5.16,0,0.0172,3.1881,0.0099,1
339,2026-03-20 12:49:21,5.24,0,0.0153,3.156,0.0091,1
340,2026-03-20 12:49:22,5.28,0,0.0184,3.152,0.0108,1
341,2026-03-20 12:49:22,5.15,0,0.0192,3.1678,0.0116,1
342,2026-03-20 12:49:22,5.09,0,0.0049,3.1415,0.002,0
343,2026-03-20 12:49:22,4.98,0,0.0197,3.2001,0.0112,1
344,2026-03-20 12:49:22,5.07,0,0.0158,3.1967,0.009,1
345,2026-03-20 12:49:23,4.84,0,0.0117,3.2434,0.0066,1
346,2026-03-20 12:49:23,4.95,0,0.0154,3.2354,0.0081,1
347,2026-03-20 12:49:23,5.12,0,0.0224,3.2155,0.0122,1
348,2026-03-20 12:49:23,4.99,0,0.0229,3.2475,0.0133,1
349,2026-03-20 12:49:23,5.09,0,0.0044,3.1909,0.0021,1
350,2026-03-20 12:49:24,5.03,0,0.0194,3.2017,0.0124,1
351,2026-03-20 12:49:24,5.04,0,0.0228,3.2364,0.0145,1
352,2026-03-20 12:49:24,5.07,0,0.0253,3.1919,0.0166,1
353,2026-03-20 12:49:24,5.02,0,0.0214,3.1824,0.0136,1
354,2026-03-20 12:49:24,4.99,0,0.0223,3.1954,0.0134,1
355,2026-03-20 12:49:25,5.04,0,0.0149,3.1598,0.0082,1
356,2026-03-20 12:49:25,5.05,0,0.0128,3.1925,0.0069,1
357,2026-03-20 12:49:25,5.15,0,0.0131,3.17,0.0069,1
358,2026-03-20 12:49:25,4.99,0,0.0125,3.1664,0.0068,1
359,2026-03-20 12:49:25,5.12,0,0.0065,3.1759,0.0034,1
360,2026-03-20 12:49:26,5.08,0,0.0124,3.1313,0.0068,1
361,2026-03-20 12:49:26,4.89,0,0.0125,3.1348,0.0069,1
362,2026-03-20 12:49:26,4.83,0,0.0087,3.1217,0.0047,1
363,2026-03-20 12:49:26,4.89,0,0.014,3.1433,0.0079,1
364,2026-03-20 12:49:26,5.09,0,0.0147,3.1268,0.0084,1
365,2026-03-20 12:49:27,4.94,0,0.0088,3.1448,0.0051,1
366,2026-03-20 12:49:27,4.92,0,0.0177,3.1384,0.0104,1
367,2026-03-20 12:49:27,4.81,0,0.0182,3.1485,0.0108,1
368,2026-03-20 12:49:27,4.97,0,0.0093,3.1511,0.0047,0
369,2026-03-20 12:49:27,4.88,0,0.0235,3.1237,0.0141,1
370,2026-03-20 12:49:28,5.06,0,0.0177,3.1506,0.0114,1
371,2026-03-20 12:49:28,5.04,0,0.01,3.2081,0.0051,0
372,2026-03-20 12:49:28,5.02,0,0.024,3.1914,0.0145,1
373,2026-03-20 12:49:28,5.0,0,0.0192,3.1572,0.0111,1
374,2026-03-20 12:49:28,5.04,0,0.0134,3.1893,0.0071,1
375,2026-03-20 12:49:29,4.96,0,0.0129,3.1845,0.0063,0
